MDAMB231,U87,PC3M,WM266.4,RPE,BJ,Protein,,,
0.773914,0.00808907,0.00806046,-0.192208,0.204397,0.261702,RBM10,,,
0.117756,0.0495462,0.142309,0.358596,0.371058,0.0228786,PITPNA,,,
0.315782,-0.0125875,0.323125,0.37068,-0.0299149,0.0935822,ACBD3,,,
NaN,-0.00175858,0.345577,0.014782,0.392526,0.129002,TRIM2,,,
0.542882,0.0428877,0.135694,0.135506,0.0504093,0.148193,ARFGAP3,,,
0.0608679,0.154041,0.363808,0.0553274,0.320107,0.0999289,ANLN,,,
0.0337215,0.160302,0.0455608,0.345198,0.333246,0.135066,ASNA1,,,
NaN,-0.32928,0.635568,0.0614662,0.221786,0.286325,GPATCH8,,,
NaN,0.104642,0.801945,0.360849,-0.244691,-0.146897,MSMP,,,
0.182681,0.258681,0.367064,-0.14739,0.373676,0.0158424,MAGED2,,,
1.67929,-0.149794,0.160309,-0.37028,-0.290336,0.0209284,MPG,,,
-0.603058,0.239667,0.270534,0.448535,0.354325,0.339976,C11orf54,,,
1.04638,-0.0402899,0.224693,-0.124496,-0.0141201,-0.0454388,DDX3X,,,
0.329644,0.21292,0.213737,0.239468,0.219191,-0.168453,RSU1,,,
NaN,0.149387,0.170807,0.0757504,-0.215473,0.688286,MMP1,,,
-1.15554,0.142725,0.303635,0.585426,0.25001,0.915085,CTSC,,,
NaN,0.366054,0.460164,0.201618,-0.154173,-0.0094471,SYNE2,,,
-0.335447,0.315595,0.00489521,0.253934,0.581608,0.212283,VPS28,,,
NaN,-0.306597,-0.0317593,0.598769,0.596827,0.00171757,FOXP1,,,
NaN,0.144685,0.0341444,0.161447,0.551599,-0.0336065,LBH,,,
2.12784,0.602535,-0.938696,-0.180525,-0.383005,-0.199033,FUBP1,,,
NaN,0.305025,0.303844,0.250529,0.105477,-0.108534,MB21D2,,,
0.401857,-0.0743027,-0.013257,-0.354479,0.645281,0.422422,ACTBL2,,,
0.196,0.189389,-0.18998,0.308636,0.27061,0.252597,TRIM56,,,
NaN,0.146549,0.640197,0.34265,-0.797252,0.523619,RBP1,,,
-0.3785,0.215568,0.295906,0.212656,0.353127,0.326879,HMBS,,,
NaN,0.199178,0.409415,0.180907,-0.211559,0.276485,MMAA,,,
NaN,0.487753,0.297033,0.318164,-0.0852909,-0.164401,TNS1,,,
0.045595,0.312933,0.25915,-0.096324,0.172425,0.328502,UPF3B,,,
NaN,0.417988,-0.0649433,0.247433,0.389255,-0.138618,NOTCH2,,,
NaN,-0.106772,0.563305,-0.218216,0.438629,0.174023,SPRY4,,,
-0.0626711,0.0105791,0.16,0.464638,0.320742,0.126375,ENO2,,,
0.442792,0.0345583,0.0624638,0.162806,0.147284,0.166746,PSMA7,,,
NaN,0.358532,-0.0730152,0.14205,0.457915,-0.0384998,CTDP1,,,
0.484984,0.221881,0.140608,-0.0540676,0.223974,-0.00233459,RPS17L,,,
0.529939,-0.00155067,0.0207167,0.137298,0.440936,-0.113889,PPP1R13L,,,
-0.929393,0.0920744,0.469149,0.697811,0.182657,0.500847,GNPNAT1,,,
NaN,0.383948,-0.667962,0.406499,0.229327,0.492261,KIAA1217,,,
-2.49399,0.76877,-0.764863,1.12898,0.764865,1.60765,SLC25A10,,,
NaN,0.107156,0.291135,0.228024,0.3021,-0.0890265,MAP4K5,,,
0.878034,0.0301943,0.309241,0.225967,-0.389444,-0.0471697,NUDT16,,,
NaN,0.124131,0.902857,-0.443356,0.400447,-0.146006,ERBB2,,,
NaN,-1.45059,1.02858,0.995487,-0.761683,1.026,ERC2,,,
NaN,0.325911,0.339445,-0.261338,0.389841,0.0414276,CLCN7,,,
NaN,0.222445,-0.0422258,0.187062,0.262951,0.204942,APLP2,,,
NaN,0.317665,-0.0387726,0.111086,0.459206,-0.0153341,BECN1,,,
0.480992,1.24E-05,0.129423,0.266893,0.186457,-0.0637684,PRKAR1A,,,
NaN,-0.522682,0.222575,0.493766,-0.0399675,0.67868,C3orf38,,,
NaN,0.337546,0.00237656,0.55192,0.124474,-0.184185,TMEM2,,,
0.620883,0.0689621,0.300317,0.0278931,-0.10651,0.0842276,DPCD,,,
NaN,0.253366,-0.530475,0.512577,0.331734,0.262588,RAPGEF2,,,
0.165913,NaN,NaN,NaN,NaN,NaN,CLIC3,,,
-0.051336,0.315509,-0.124077,0.351171,0.35965,0.144287,RPS4X,,,
0.0358825,-0.0935135,0.575594,0.164627,0.0014925,0.306904,ARF5,,,
NaN,0.0113506,0.477496,0.528172,-0.191651,-0.000613213,DHX8,,,
NaN,0.284396,0.270514,0.231747,0.324427,-0.287161,PDGFRB,,,
0.402671,0.145818,-0.421609,0.737154,-0.171667,0.294147,LRCH3,,,
NaN,0.587497,-0.0451546,0.290911,0.228459,-0.242488,HDAC8,,,
0.704013,-0.0443678,0.0013237,0.221743,0.0950508,0.00328255,PLOD3,,,
0.925174,-0.477397,0.0529757,0.0384884,0.0630589,0.377261,TJAP1,,,
0.285104,0.355903,0.0470467,0.373905,0.079464,-0.165915,ITGA2,,,
0.255665,0.285544,-0.0607853,0.263452,0.219578,0.011302,DIP2B,,,
-0.201681,0.391971,0.135887,0.384444,0.107807,0.156282,AGL,,,
1.04925,0.0123968,-0.0503044,-0.173825,-0.1506,0.286508,YTHDC1,,,
0.570557,0.567263,0.176729,0.19155,0.185822,-0.719639,MYH14,,,
-0.130651,0.243011,0.044384,0.37605,0.272257,0.166518,C2CD5,,,
-0.106471,0.0704536,0.14395,0.0677996,0.407142,0.388167,DCUN1D5,,,
NaN,0.361625,-0.485915,0.306653,0.745302,-0.118657,CLUH,,,
NaN,0.02565,0.127532,0.264489,0.0419321,0.34909,DYSF,,,
NaN,0.110973,0.175383,0.352404,0.333045,-0.164246,TSSC4,,,
NaN,0.359555,-0.00324535,-0.229433,0.099308,0.5808,TIMM22,,,
-0.217651,0.121793,0.298153,0.33662,0.265614,0.162655,DDX19A,,,
NaN,0.292136,-0.40191,0.4016,0.766389,-0.252676,NTM,,,
NaN,-0.326843,0.158583,0.149505,0.0132751,0.810727,FMOD,,,
0.539479,0.111688,0.015831,0.373919,-0.0164967,-0.0583134,Sep-11,,,
NaN,0.0919781,0.235493,0.197033,0.419349,-0.139613,ELP4,,,
0.0813714,-0.00605869,0.223558,0.117325,0.359325,0.186069,SRP9,,,
-0.0604984,0.0499516,0.0148687,0.22226,0.307931,0.423589,RHOG,,,
NaN,0.0853758,0.548953,0.180161,0.0141582,-0.0304489,FBN1,,,
0.565282,0.39709,-0.13973,0.169362,0.340052,-0.374235,RRAS2,,,
0.768822,-0.0871935,0.342565,0.167643,-0.218658,-0.016819,EIF4A2,,,
0.446701,0.175021,-0.0187855,0.293453,0.146546,-0.0868988,ATG3,,,
0.315576,0.280904,-0.187252,0.243195,0.273546,0.0282927,STK24,,,
NaN,-0.204335,0.222816,0.645938,-0.0606155,0.188848,IDUA,,,
0.573439,0.286312,0.0280704,0.0476999,0.0653477,-0.0584183,ABRACL,,,
NaN,0.333526,0.380653,0.268977,0.0757742,-0.276248,SIRT2,,,
NaN,0.135123,0.233527,0.40243,0.131947,-0.120655,USP16,,,
NaN,0.469067,0.29279,-0.100193,0.0734682,0.0462866,NOL4,,,
-0.0505725,0.126093,0.436543,0.254581,0.0734978,0.0950756,KDM1A,,,
-1.33034,-0.366691,1.41281,-0.182392,0.45418,0.945749,HMGA1,,,
0.432618,0.125506,0.317371,0.143797,0.122283,-0.208615,LLGL1,,,
0.293349,0.205569,-0.101517,0.158098,0.143773,0.23328,NUP54,,,
0.0772106,0.240172,0.148203,0.369463,0.128984,-0.0343266,USP5,,,
NaN,-0.281499,0.432364,-0.0639114,0.201825,0.485909,SOX10,,,
1.55783,-0.554734,0.770584,-0.509665,-0.280527,-0.0540905,U2AF2,,,
-0.0281354,-0.00485611,0.220512,0.35631,0.199513,0.184867,GUK1,,,
1.12272,-0.167776,0.0745039,-0.334649,0.000589371,0.229455,SRSF5,,,
0.314636,0.381354,0.160993,0.234541,0.225229,-0.393898,ITGA5,,,
NaN,0.00632286,0.683473,-0.00920582,-0.00945568,0.0967293,MEPCE,,,
NaN,-0.0207777,0.793857,0.125969,-0.546954,0.415505,CACTIN,,,
0.027767,0.511757,-0.25609,0.347479,0.33005,-0.0423489,NFKB1,,,
0.904542,-0.0895844,0.477955,-0.216187,-0.117084,-0.0514088,UHRF1,,,
NaN,-0.0558643,0.209338,0.320418,-0.103152,0.385684,OTUD5,,,
NaN,-0.192862,0.258994,0.459413,0.0585117,0.171789,CRIPT,,,
NaN,0.000872612,-0.0342979,0.101072,0.354845,0.333015,SHARPIN,,,
-0.210279,0.445992,-0.0291634,0.421169,0.3137,-0.03615,USP47,,,
-0.410939,0.183782,0.306993,0.23361,0.251938,0.338449,HEBP1,,,
0.295646,0.240378,0.021946,0.202953,0.186291,-0.0513897,ACTR3,,,
NaN,-0.0706758,0.315043,0.154808,-0.312083,0.657299,GBP5,,,
NaN,0.348202,-0.106379,0.423472,0.028657,0.0497904,CAMKK2,,,
-2.09286,0.0954885,1.43627,0.863382,-0.06077,0.650925,APEX1,,,
NaN,0.19911,-0.0324535,0.0740061,0.347383,0.155115,LEPREL1,,,
0.0426677,0.145778,0.10474,0.38312,0.111094,0.103168,TXNRD1,,,
0.0230174,0.29988,0.204619,-0.00075531,0.224142,0.13903,RPS15,,,
NaN,0.671061,-0.0285883,-0.1013,0.196072,0.0041399,LRRC8E,,,
NaN,0.0538864,0.168025,0.0470095,0.211599,0.257672,QRSL1,,,
0.544844,0.207389,-0.016469,0.141767,0.0565538,-0.0485716,PTK2,,,
0.277153,-0.0709829,0.405943,0.379648,-0.0578079,-0.0490837,GNPDA1,,,
0.570585,0.210124,-0.0161428,0.154972,0.0696716,-0.106775,HLA-A,,,
0.776922,0.232031,0.157976,-0.128784,0.139373,-0.295466,CTTNBP2NL,,,
0.623747,0.00538635,0.025423,0.146681,0.0806351,-0.00060463,ARFGAP2,,,
NaN,0.338159,-0.400285,0.246744,0.607061,-0.0574331,BABAM1,,,
0.103169,0.353122,-0.1046,0.170683,0.0327654,0.323027,PPCS,,,
0.360413,-0.192792,1.00796,0.0951672,-0.595154,0.202145,ARF1,,,
NaN,0.250331,0.221706,-0.122646,0.289804,0.0900402,CDC42EP1,,,
-0.0154759,0.144824,-0.0942574,0.29174,0.307096,0.240416,UBE2M,,,
1.84855,-0.333938,0.0151443,-0.0354137,-0.187897,-0.432977,CSNK1D,,,
NaN,0.275108,0.779978,0.266038,-0.332553,-0.2608,PPAP2C,,,
NaN,-0.00191402,0.365852,0.434802,0.379414,-0.451881,RAB3B,,,
0.235635,0.261448,0.0824232,0.185739,0.347511,-0.24147,NFKB2,,,
NaN,0.115363,0.192255,0.0316248,0.362004,0.0243387,SPG21,,,
0.033364,0.278041,0.268283,0.134423,0.281262,-0.125401,ELMO2,,,
NaN,0.00849819,0.551775,0.220694,-0.175042,0.115696,SDSL,,,
0.812156,0.203443,-0.156162,0.0770197,0.176491,-0.249485,STXBP3,,,
0.276913,-0.129214,0.76431,0.158892,-0.329282,0.121137,LAMTOR3,,,
0.0823161,0.12469,-0.289185,0.0349226,0.664986,0.24453,MYL9,,,
NaN,0.436369,-0.223382,0.604819,-0.769576,0.66995,ADAMTS1,,,
NaN,0.403533,0.00192738,-0.213967,0.535506,-0.0103512,MAFK,,,
-0.596383,0.161225,0.637198,0.332265,0.120797,0.20417,MECR,,,
0.361055,0.254605,0.0515537,0.0717144,0.237455,-0.117374,CTNND1,,,
NaN,0.174878,0.144328,0.208381,0.259658,-0.0734434,DPP7,,,
2.50164,-0.445348,-0.430429,-0.469168,-0.331926,0.0301027,DAZAP1,,,
NaN,0.290276,-0.372623,0.299392,0.380365,0.114712,CNOT2,,,
0.142195,NaN,NaN,NaN,NaN,NaN,FGD6,,,
0.231649,0.225636,0.257355,0.0106983,0.262078,-0.135398,TRIOBP,,,
NaN,0.0864086,0.785258,-0.358831,0.232563,-0.035656,CHPF,,,
0.0603386,0.297939,0.0710468,0.145251,0.245079,0.0308685,ARHGAP17,,,
0.609442,0.100591,-0.138102,0.00144196,0.206024,0.070982,RPS19,,,
NaN,0.520842,0.17595,0.0634518,0.39931,-0.452102,PPL,,,
NaN,0.0837975,0.221149,0.210326,0.164348,0.0272551,RRM2,,,
-0.322101,0.307765,0.395042,0.169964,0.080637,0.212569,POP1,,,
NaN,0.754394,0.094347,-0.566712,0.434597,-0.0177736,CA9,,,
NaN,0.362063,0.0508385,0.305961,0.263496,-0.284669,MLLT11,,,
-0.503217,0.178356,0.632971,0.194328,0.147583,0.185972,UBE2E2,,,
1.03121,-0.0828838,0.217443,-0.0194559,-0.219467,-0.0955172,CDK4,,,
0.487179,0.0706358,-0.00811005,0.185907,-0.107183,0.201633,MAPRE1,,,
NaN,0.311327,-0.576274,0.522519,0.195469,0.237388,DUSP6,,,
0.906696,-0.0609026,0.597995,-0.0540113,-0.253625,-0.307833,SMAD2,,,
-0.823819,0.222552,0.1454,0.361431,0.501782,0.419691,RBBP7,,,
0.694882,-0.109678,0.686841,0.0846348,-0.236008,-0.293668,PLAT,,,
NaN,0.190549,0.717199,0.296219,-0.409787,-0.10535,PPT2,,,
0.831916,0.329627,-0.0609818,-0.163798,0.00780392,-0.118666,DCAF8,,,
-0.172347,0.27349,0.747557,0.521219,-0.300978,-0.243387,AXL,,,
NaN,0.227601,0.260611,0.149543,0.198606,-0.149066,ADRBK1,,,
0.935423,0.280072,-0.319042,-0.0119028,0.0312099,-0.09128,ABI1,,,
NaN,-0.0906525,-0.0142388,0.382612,0.96592,-0.55774,TOP3A,,,
0.591392,-0.160012,0.22373,0.174232,-0.205395,0.197564,BLOC1S1,,,
NaN,0.102701,0.35964,0.0472908,-0.077158,0.251756,MCEE,,,
0.30578,0.17812,-0.147698,0.152719,0.162429,0.16897,DNPH1,,,
-0.177212,0.358231,0.0105333,0.373508,0.101124,0.151643,TBC1D4,,,
NaN,0.156442,-0.0366678,0.264114,0.169959,0.125146,MAP3K7,,,
0.328811,0.044342,0.138936,0.079977,0.097188,0.123744,FXR2,,,
NaN,0.421099,0.18287,0.212193,-0.12546,-0.0149193,SIPA1L1,,,
NaN,0.235196,0.300114,0.00940418,0.242702,-0.111946,LOX,,,
NaN,0.219052,0.157889,-0.0369892,0.305861,0.0275707,ANKMY2,,,
NaN,0.112665,0.0564566,0.177259,0.26063,0.0660477,TCF25,,,
NaN,0.0446234,0.0740328,0.64506,-0.170336,0.0790415,GLA,,,
NaN,-0.0343771,0.182031,0.0336418,0.416067,0.0747185,GLIPR2,,,
0.0495608,-0.0218267,0.516775,0.281535,0.113912,-0.135166,RAC2,,,
0.511122,0.337021,-0.343626,0.303573,0.148969,-0.154381,CD276,,,
0.133592,NaN,NaN,NaN,NaN,NaN,FMNL1,,,
0.243223,0.373419,-0.0513639,0.222801,-0.00341511,0.0166912,TNFRSF10B,,,
NaN,0.0459518,0.244836,0.465519,-0.0888948,-0.0018034,WDR54,,,
NaN,0.128196,0.267,0.0427103,0.367176,-0.140144,ITGA7,,,
NaN,0.163308,0.245319,0.16864,0.034359,0.0523605,PCCB,,,
-0.799585,0.195274,0.436838,0.411571,0.271606,0.280438,SEPHS1,,,
0.968714,-0.256012,0.380194,-0.0808058,-0.375764,0.156277,SNRPE,,,
NaN,0.274641,0.13302,0.264846,0.0671349,-0.0799189,PCM1,,,
NaN,-0.0640278,0.602746,0.112688,-0.316143,0.324387,FRMD8,,,
NaN,0.0295458,0.106519,0.222816,-0.0655241,0.366194,DHRS4,,,
-0.128611,0.264666,0.0402842,0.110419,0.247767,0.256297,RPS29,,,
NaN,-0.106429,0.392544,-0.441583,0.487778,0.326474,MFAP1,,,
-0.375602,0.275659,0.26824,0.697634,-0.0270748,-0.0508957,TPP2,,,
0.0678176,0.36322,0.145353,-0.122256,0.35394,-0.0212545,SCAMP2,,,
NaN,0.083334,0.277865,0.0354176,0.303585,-0.0484896,PLEKHA3,,,
NaN,0.449049,-0.136479,0.597416,-0.0359774,-0.223263,AKAP17A,,,
0.403171,0.147839,-0.0937176,0.0674429,0.205791,0.0459738,CD55,,,
0.252697,0.362809,-0.107282,-0.0188112,0.215193,0.0700893,FMNL2,,,
NaN,0.243601,0.248353,0.180717,-0.230526,0.203155,FECH,,,
NaN,0.148013,0.296402,-0.186891,0.384217,0.00296974,ERLEC1,,,
NaN,0.465375,-0.456937,0.151169,0.361638,0.121333,HAUS8,,,
0.128333,NaN,NaN,NaN,NaN,NaN,AKAP10,,,
0.1475,-0.0153799,0.301155,0.0161228,0.228037,0.0915318,MCM3,,,
0.150109,0.313305,-0.0387297,0.215572,0.0822115,0.0447311,ADD1,,,
NaN,0.376004,-0.248244,0.0704584,0.287418,0.152158,CCDC53,,,
0.209756,0.0541925,0.0252247,0.281565,0.0168877,0.176947,HSPA8,,,
-0.132144,0.406096,0.0326481,0.316417,-0.00366879,0.142924,ASPSCR1,,,
0.953513,-0.0549898,0.00637627,-0.00742626,-0.0648594,-0.0704145,PAIP1,,,
NaN,0.566351,-0.100174,0.0467777,0.517554,-0.395996,LMO7,,,
NaN,-0.468168,0.0704279,0.343553,0.361031,0.326877,CRYZL1,,,
NaN,0.225323,0.224284,0.0856819,0.0228148,0.0731783,SYNJ2,,,
1.38866,-0.364994,0.282263,-0.591765,-0.0493031,0.0904217,TMA16,,,
-0.144318,0.415657,-0.0917349,0.208668,0.409997,-0.0451803,HGH1,,,
0.448737,0.502913,0.320816,0.184018,0.0446339,-0.748801,HLA-G,,,
-0.0543839,0.361552,0.103635,0.208103,0.104559,0.0286274,SCRIB,,,
-0.892503,0.34124,1.14182,-0.271448,0.0653229,0.364806,MYEF2,,,
NaN,0.376186,0.238032,-0.0445995,0.388741,-0.334529,C5orf24,,,
-0.04405,-0.732542,0.603779,1.04496,-0.554176,0.429239,CKB,,,
NaN,0.0638132,0.31262,0.106953,0.000391006,0.138859,NDUFAF1,,,
NaN,0.169713,0.113628,0.197466,-0.274466,0.415337,GPSM2,,,
NaN,0.124186,NaN,NaN,NaN,NaN,YIPF2,,,
1.16601,-0.120534,-0.439979,0.0107307,0.0402203,0.0877285,CBX5,,,
0.542472,0.00355339,0.101706,-0.0657663,0.173427,-0.0127831,UGP2,,,
-0.34449,0.107368,0.259068,0.479728,-0.0141516,0.253153,YRDC,,,
NaN,0.0371332,0.707113,-0.15149,0.0277996,-0.00425529,MIPEP,,,
NaN,-0.0619507,0.29644,0.349281,0.0226297,0.00770855,TRIM5,,,
NaN,-0.0956669,0.288672,0.366718,-0.107872,0.161218,UPP1,,,
-0.0622258,0.186353,0.144187,0.628645,-0.416365,0.254437,ARHGEF18,,,
NaN,0.39925,0.60886,-0.975509,0.191802,0.38794,ZNF24,,,
0.152275,0.122493,0.21846,0.203233,0.085413,-0.0474186,AKR1C1,,,
NaN,-0.0086565,-0.331973,0.528807,0.587735,-0.164512,ABLIM1,,,
0.032601,0.177607,0.336203,0.116529,0.245648,-0.175956,HLA-B,,,
NaN,0.0843773,0.149798,-0.0292654,0.329001,0.0753632,UBL4A,,,
0.18563,0.504916,-0.544672,1.10442,0.0214052,-0.540868,STK26,,,
NaN,0.264324,0.188315,0.142507,0.0377483,-0.0265369,APBB1,,,
NaN,0.103149,0.157746,0.169081,-0.0643396,0.239668,AGRN,,,
0.210191,0.247258,0.0807009,-0.0572033,0.350593,-0.105399,WASH3P,,,
-0.770114,0.250197,-0.101672,0.568815,0.412406,0.366418,PSMG3,,,
NaN,0.336349,0.675601,-0.430593,-0.0473318,0.0705137,CTDNEP1,,,
NaN,0.461144,-0.000279427,0.254031,0.169607,-0.280769,CEP97,,,
0.178759,0.370896,-0.129086,0.226808,0.212074,-0.136628,MTMR1,,,
NaN,0.41111,-0.185616,0.301999,0.270487,-0.196648,PIPSL,,,
-0.792049,0.25504,-0.189371,0.524612,0.206616,0.71669,DHPS,,,
NaN,0.12571,0.0158014,0.108947,0.264707,0.0856419,ZNFX1,,,
NaN,0.347209,-0.334011,0.2304,0.175821,0.179104,SYNRG,,,
0.490171,0.156611,0.099577,0.299894,-0.0437412,-0.284981,Sep-07,,,
NaN,0.105168,0.304697,0.242373,-0.0659409,0.0105209,DNPEP,,,
NaN,0.232834,-0.204272,-0.0322447,0.0705814,0.527929,QPRT,,,
NaN,0.0366096,0.0539837,-0.133612,0.352105,0.284909,MAP2,,,
0.332828,0.380027,-0.163592,0.0720291,0.142593,-0.0515461,PSMD10,,,
NaN,0.220178,-0.140955,0.454127,0.112572,-0.0535297,HDHD2,,,
NaN,0.157146,0.247191,-0.0371466,0.147913,0.0755424,OGFOD3,,,
NaN,0.164213,0.167146,0.0187397,0.237576,0.00259972,NAA38,,,
NaN,0.119713,0.372942,0.178104,-0.144052,0.06322,CXorf56,,,
NaN,0.0961857,-0.0624485,0.258448,0.215777,0.0814638,ZZEF1,,,
NaN,-0.132922,0.264889,0.187141,-0.238502,0.507811,,,,
NaN,0.021019,0.0976267,-0.0544147,0.22067,0.302555,CNOT8,,,
0.200214,0.194716,-0.18069,0.185646,0.287804,0.016654,DYNLT1,,,
NaN,0.0446568,0.635282,-0.188352,0.0169506,0.0760441,HSPA13,,,
0.0344552,0.149796,-0.0904999,0.295485,0.123531,0.188648,TCEB1,,,
0.172379,0.358196,-0.383484,0.129903,0.372326,0.0483685,FAM49B,,,
0.21752,0.219325,-0.0761309,0.146445,0.211384,-0.0228348,GIGYF2,,,
0.889211,-0.195631,0.164138,-0.268929,0.0134726,0.0915642,PURB,,,
-0.392601,0.140187,0.114866,0.468775,0.168053,0.194521,PDHB,,,
0.115468,NaN,NaN,NaN,NaN,NaN,HINT3,,,
NaN,-0.0487108,0.415593,-0.124337,0.0847864,0.248988,POLB,,,
-0.378098,-0.1005,0.398455,0.647209,-0.086256,0.208818,TP53RK,,,
NaN,0.328169,0.393391,-0.0284424,0.0147591,-0.133672,ITGB1,,,
0.114444,NaN,NaN,NaN,NaN,NaN,MOCOS,,,
0.419446,0.0799417,0.359007,-0.00391674,-0.10843,-0.0619869,TBK1,,,
NaN,NaN,NaN,NaN,-0.409562,0.637256,LYST,,,
0.379533,0.165002,0.20302,0.263836,0.068161,-0.399082,MVP,,,
-0.070839,0.242603,-0.812866,0.443183,0.258255,0.619928,PLP2,,,
-0.352306,-0.0908823,0.279728,0.29812,0.139494,0.405783,DTYMK,,,
NaN,0.140802,-0.223938,0.429509,-0.0441246,0.26332,UROS,,,
NaN,0.217869,-0.340495,0.0820837,0.395608,0.210011,SDC1,,,
0.219888,0.0451202,0.165431,0.0251675,0.177222,0.0424662,COMMD3,,,
NaN,-0.0490313,0.716301,-0.161212,0.111604,-0.0561142,SRSF11,,,
0.519015,0.132412,0.162924,0.156362,0.0519352,-0.349497,NEK9,,,
NaN,0.116409,0.482128,0.215182,0.0407009,-0.294281,UBP1,,,
0.0867008,0.283132,-0.244297,0.260565,0.24613,0.0398293,PAK2,,,
NaN,-0.105736,0.219302,-0.0573568,0.705078,-0.20188,IL1B,,,
-0.900486,0.271912,0.219517,0.267959,0.383569,0.428743,TMEM205,,,
NaN,0.470048,0.207773,0.213188,-0.0757599,-0.256533,MICALL2,,,
0.0138799,0.15304,0.153533,0.488559,0.106463,-0.250456,ACTR10,,,
-0.138662,0.313947,-0.181576,0.335197,0.256283,0.0790443,AHSA1,,,
NaN,-0.0287304,-0.374432,0.399868,0.406855,0.148831,PHKB,,,
NaN,-0.0778151,-0.00781822,0.427407,0.127933,0.082283,TBC1D23,,,
0.159539,-0.0123396,-0.0104265,0.240068,0.102415,0.182844,PTGR1,,,
0.692134,0.0745211,-0.248337,-0.18329,0.278483,0.0473022,GNB2,,,
0.455499,0.166864,-0.308324,0.270964,0.161562,-0.08708,ITGA6,,,
NaN,0.115438,0.170073,0.413098,-0.328261,0.177565,ARHGEF6,,,
NaN,0.427423,-0.333407,0.270762,0.197908,-0.0149097,ARHGEF10,,,
1.14076,-0.170875,-0.159804,-0.386477,-0.201711,0.435193,SF3B4,,,
-0.165435,0.278625,0.127198,0.33801,0.019805,0.0588512,UBE2O,,,
-0.0258527,0.241961,0.0847273,0.186897,0.306507,-0.138309,DDAH2,,,
-0.712458,0.297909,0.330009,0.316017,0.531276,-0.106985,NDUFAF3,,,
-0.366156,0.181621,0.645034,0.0137053,0.138076,0.04321,PAFAH1B3,,,
NaN,-0.050396,0.268554,0.221386,-0.0205002,0.127065,IDH3G,,,
NaN,0.0892715,0.071579,0.209085,0.14041,0.035677,TFCP2,,,
NaN,0.168516,0.173251,0.241855,0.114781,-0.153121,AMDHD2,,,
0.320511,0.290034,0.161381,0.0617657,0.158449,-0.338226,CNP,,,
0.346842,0.0451813,0.136385,0.299691,-0.0897369,-0.0865955,PTPN12,,,
0.400615,0.238347,0.0908279,0.23547,-0.0734081,-0.240353,MMP14,,,
NaN,-0.0511093,0.642175,-0.503802,-0.0788803,0.534386,AGPAT6,,,
NaN,0.781036,-0.29827,0.485961,-0.0407944,-0.385244,MPZL1,,,
-0.006077,-0.104969,0.368335,0.246839,0.196385,-0.05198,TAOK1,,,
NaN,0.273653,-0.0219812,0.290462,0.198936,-0.201262,RASA3,,,
0.10704,0.183376,0.198586,0.346691,0.161971,-0.350023,ALDH16A1,,,
NaN,0.441501,-0.328072,0.178192,0.453036,-0.205034,TSSC1,,,
NaN,-0.148552,0.77636,0.0410614,0.244319,-0.376246,C1GALT1,,,
NaN,0.0501785,0.13718,0.384348,0.230234,-0.265185,CDC123,,,
0.44633,-0.0714159,0.00656223,0.117588,0.161574,-0.0175133,TRIM32,,,
0.106921,NaN,NaN,NaN,NaN,NaN,RAB29,,,
0.339826,-0.445185,-0.274302,0.454342,0.195967,0.370088,RRAGC,,,
0.499744,0.197712,-0.0359144,0.132389,0.0955935,-0.249372,ARHGEF7,,,
0.173766,0.11184,0.000465393,-0.395948,0.324251,0.42452,SRSF6,,,
NaN,0.270627,0.0232821,0.0605364,0.142324,0.034565,KTI12,,,
NaN,-0.024045,0.283161,0.413977,-0.0199404,-0.124331,SBNO1,,,
NaN,0.157945,0.0407581,-0.155442,0.541916,-0.0573416,EMC8,,,
-0.27472,0.277865,-0.306574,0.263496,0.307652,0.363176,RPS24,,,
NaN,0.284392,0.403579,-0.278964,0.487168,-0.371513,LMBRD1,,,
NaN,0.0833311,-0.0414257,-0.308195,0.42936,0.358109,SAMD1,,,
-0.003412,0.105401,0.498098,0.197907,-0.266281,0.0929241,PIP4K2C,,,
-0.260193,0.0717258,0.308105,0.160519,0.313779,0.0306158,PTRHD1,,,
NaN,0.405258,-0.205353,0.288727,0.167964,-0.13774,TECPR2,,,
1.28389,-0.253021,0.120999,0.0251799,-0.420374,-0.136716,NPM3,,,
NaN,0.268238,0.229324,0.339737,-0.127824,-0.194661,ENG,,,
NaN,0.0274744,0.315317,-0.288446,0.360168,0.0976801,JUND,,,
NaN,NaN,NaN,NaN,0.102058,NaN,PLXNA2,,,
NaN,0.132721,-0.0789413,0.358544,-0.110312,0.207458,OSBPL1A,,,
NaN,0.228115,0.044404,-0.0395327,0.390058,-0.113878,RNF14,,,
0.527897,0.353925,-0.397741,-0.0944014,0.15606,0.0652075,COMMD10,,,
0.083806,-0.16086,-0.410237,0.35513,0.183619,0.558887,FMR1,,,
NaN,-0.266799,-0.139934,0.181611,0.162696,0.570279,COL5A2,,,
NaN,0.329001,-0.33961,-0.160967,0.384867,0.292637,SLC35F2,,,
-0.48735,0.240649,0.0527344,0.559736,0.164282,0.0768185,FSCN1,,,
-0.289467,0.170304,0.0867863,0.249828,0.3647,0.0246181,LRRC47,,,
1.28457,-0.333405,0.297289,-0.539104,-0.195553,0.089613,HNRNPD,,,
NaN,0.0902376,-0.102815,-1.04629,0.981098,0.580087,KIDINS220,,,
