Log2 (prot/body) MDAMB231*,Log2 (prot/body) U87,Log2 (prot/body) PC3M,Log2 (prot/body) WM266.4,Log2 (prot/body) RPE,Log2 (prot/body) BJ, Gene name,,,
-0.420605,1.40291,0.0184112,NaN,-0.353298,-0.67318,GLUL,,,
0.126353,-1.01516,0.937264,1.42312,0.683751,-0.308228,STX6,,,
NaN,NaN,NaN,NaN,NaN,0.586062,RNASEL,,,
-0.36347,-0.986759,-0.0519085,-1.61921,0.4964,1.21396,DHX9,,,
NaN,NaN,NaN,NaN,NaN,-0.236151,KIAA1614,,,
-0.362078,-0.0461829,-0.350432,-0.987609,0.465003,-0.361926,CEP350,,,
-0.487657,-0.513141,-0.00384188,-1.75867,-0.66314,0.0869045,FAM129A,,,
0.828508,-0.367242,-0.704984,-0.563603,-2.10953,-1.28673,PIGC,,,
0.043255,-1.5274,-1.1375,-1.74241,-1.06598,-1.07868,LAMC1,,,
0.02555,0.87205,0.770445,0.464085,1.1252,-0.317982,RC3H1,,,
NaN,1.01109,-0.264369,-0.249495,-0.333799,0.247128,SP110,,,
1.12509,0.436003,-0.433299,-1.48133,-0.534098,-2.20573,MRPL44,,,
NaN,NaN,NaN,-2.81106,NaN,0.0100889,PAX3,,,
NaN,4.18843,NaN,0.609938,-1.42126,0.694587,DOCK10,,,
-0.0625825,-2.68501,-2.00133,1.20459,1.85995,0.624197,TTLL4,,,
0.5048,-1.87766,-3.44125,2.67045,1.06621,NaN,USP37,,,
-2.23217,-2.50842,-1.06562,-2.4795,NaN,-1.25876,hucep-3,,,
0.351272,-2.43877,-0.760291,-1.83463,-1.9644,-2.26191,SERPINE2,,,
-0.522785,-0.319167,-0.25177,0.925725,0.133327,-0.781795,DNAJB2,,,
-1.38418,-0.0781009,-0.0129824,-6.0425,-0.995956,-1.12304,TMBIM1,,,
-0.2501,NaN,NaN,-1.14192,NaN,NaN,CYP27A1,,,
0.59407,1.06122,0.217172,0.173953,0.783685,-0.304618,EIF4E2,,,
-0.459837,0.68131,-0.681914,-0.192111,-0.788918,-0.457191,ARMC9,,,
1.27265,-0.796461,0.183547,-0.838783,-0.0793028,0.392999,CAB39,,,
1.53107,0.276387,-0.00752115,0.979429,0.773115,0.0615478,COX5B,,,
0.531855,0.328794,-0.630624,-0.00966787,-0.458034,-0.268888,REV1,,,
NaN,-0.877658,1.07016,0.202846,1.79629,3.30227,TSGA10,,,
-1.29094,0.60039,2.36229,-0.236439,-2.67403,NaN,MFSD9,,,
-0.9311,-0.922745,-0.426464,-1.23418,-1.13969,0.164766,TMEM127,,,
-0.113072,-0.129196,-0.542088,0.283952,0.105582,0.457548,TGFBRAP1,,,
0.799605,0.289897,-0.15926,-0.373942,0.128634,0.909687,GCC2,,,
0.968418,-0.132914,-0.906393,-1.39459,-0.658432,-0.742818,MRPS9,,,
0.693815,-0.563342,-0.867664,-0.0395231,-0.327308,-1.26889,C2orf49,,,
NaN,NaN,NaN,NaN,1.13333,NaN,ANKRD36,,,
0.620735,-0.352196,-0.463274,0.602024,-0.876259,-1.05476,EPC2,,,
-1.81901,NaN,-4.13312,NaN,NaN,NaN,ARHGEF4,,,
0.66196,-0.56163,0.176796,1.09793,0.316379,0.374021,ISCU,,,
NaN,1.54861,NaN,NaN,NaN,-1.45516,ALDH1L2,,,
1.41592,0.887878,0.0638819,1.29591,-0.709829,-0.182658,SCYL2,,,
-0.212325,-1.80727,-0.510577,-2.82337,-1.60905,-1.69407,CKAP4,,,
NaN,NaN,NaN,-1.08444,-2.1886,NaN,PLXNC1,,,
1.0917,0.723607,-0.0876102,0.342985,-0.373026,0.540781,APPL2,,,
0.801937,0.130517,0.141675,0.267036,-0.0744438,-0.0433278,PWP1,,,
1.04094,-2.27252,-2.4957,0.105389,-1.13816,-0.906356,DRAM1,,,
0.93839,0.261241,0.466289,-0.298561,-0.0839047,0.0682836,KIAA1033,,,
0.228875,-0.905672,1.08927,NaN,0.708021,1.68078,SLC41A2,,,
-0.54715,-1.07485,-0.63926,-3.57272,-1.05981,0.162092,FLNB,,,
NaN,-0.707732,1.3523,0.636182,0.988937,NaN,NEK3,,,
0.702695,-0.529734,1.61613,2.16596,0.56698,-1.9238,VPS36,,,
0.83651,0.502486,1.57469,-0.422852,0.10418,0.166208,RNASEH2B,,,
-0.686707,-0.493514,-1.17377,-0.262434,0.232862,2.46917,CKAP2,,,
0.138833,-0.127109,0.366658,-1.58127,-1.45164,-0.872228,TBC1D4,,,
NaN,NaN,-1.23266,NaN,-0.281711,NaN,THSD1,,,
0.244537,-2.65527,0.411196,2.93663,-2.71912,5.75348,BORA,,,
0.303005,1.99854,1.13366,-0.51412,-2.1886,-0.726877,LRCH1,,,
1.27541,-0.218694,0.52984,0.579382,0.27083,0.705234,SUCLA2,,,
0.389085,NaN,0.826233,0.0557423,-0.207711,-0.382229,RCBTB1,,,
0.714538,-0.207303,-0.285356,-1.43247,-0.187745,-1.42496,MED4,,,
1.16769,1.82278,-1.95026,NaN,0.923873,-0.65591,PHF11,,,
0.472095,-0.0498383,-0.167705,-0.0760479,-0.973588,-1.69773,COG3,,,
0.31558,-0.227477,-0.775573,-0.688293,-0.564544,0.488528,LMO7,,,
NaN,NaN,0.697689,NaN,NaN,NaN,SCEL,,,
-0.393565,-3.486,-0.523416,-2.76373,-3.07652,-2.25347,ITM2B,,,
0.35348,0.395361,-0.910732,-0.626456,-1.212,-0.208399,SPRY2,,,
1.36203,-0.728794,-0.305779,1.22967,0.826145,0.979228,NUDT15,,,
NaN,NaN,NaN,-1.94975,NaN,NaN,EDNRB,,,
NaN,NaN,NaN,NaN,1.53188,NaN,RCBTB2,,,
NaN,0.87723,-0.486235,NaN,NaN,NaN,LCP1,,,
NaN,0.122343,-1.01383,NaN,1.69132,0.0454941,SETDB2,,,
0.29874,0.692006,0.301859,-0.0894675,0.762651,0.465386,SCRN1,,,
-0.48717,0.402451,0.394122,-0.930726,0.304554,1.00902,TNS3,,,
-1.57679,-0.402319,-2.02036,-1.00802,-2.32611,-1.57968,CHST12,,,
-0.172877,0.61109,0.194009,0.590258,0.507198,0.208757,IGF2BP3,,,
NaN,-2.69768,NaN,-3.17887,-3.16129,-1.782,GPNMB,,,
NaN,NaN,1.29572,-1.79937,NaN,NaN,RAPGEF5,,,
1.72294,-0.0315692,0.581056,0.407806,0.371449,-0.0301881,RAC1,,,
0.090835,-1.05365,-0.101452,-0.322394,-0.583366,-0.904051,KDELR2,,,
0.443278,-1.10628,1.11033,0.903883,0.087523,0.820118,NUPL2,,,
0.05537,NaN,2.84416,NaN,-2.94579,-0.777901,IL6,,,
0.37705,1.52748,0.448349,0.831733,0.513175,-1.55626,ZDHHC4,,,
1.40157,0.947865,0.143271,-0.415338,-0.339427,0.0142274,BZW2,,,
-0.76774,-0.934241,-0.282985,-0.545219,-2.1886,0.0100889,TBRG4,,,
-0.069885,0.0086863,1.29686,NaN,-0.884161,2.67994,DDX56,,,
0.401842,0.565286,-0.0735826,1.67678,-0.248544,-1.82111,HUS1,,,
NaN,0.844809,NaN,1.22988,-3.56711,-0.141113,NACAD,,,
NaN,NaN,NaN,NaN,NaN,2.69459,C7orf69,,,
-0.390315,-0.00318789,0.239827,-0.234678,0.0449705,0.557451,DBNL,,,
-0.45347,1.21102,0.67423,-0.643575,0.733862,0.346482,CCM2,,,
-3.03485,-1.73529,0.0333114,-1.2598,-0.772829,-0.939523,TTYH3,,,
0.95068,0.929698,-0.196135,-4.37599,-0.0155368,-1.08152,TTC5,,,
NaN,NaN,0.259192,NaN,NaN,NaN,NKX2-8,,,
NaN,NaN,NaN,NaN,-3.74114,3.69459,ADAMTS7,,,
0.0882425,-1.22479,-1.42531,0.960418,1.09653,-0.245551,ABHD17C,,,
0.565655,0.126605,-0.671062,0.387973,0.423777,0.280509,IREB2,,,
NaN,NaN,NaN,2.63803,NaN,NaN,ALPK3,,,
NaN,NaN,NaN,-1.63698,NaN,NaN,CIB2,,,
-0.19156,0.485457,0.23951,-1.8069,0.499165,-0.146502,CALCOCO2,,,
-1.25801,-1.34194,-0.560726,0.462808,0.441449,0.494915,RSAD1,,,
-0.12221,0.889585,0.049542,-0.409897,0.174846,-0.109999,NMT1,,,
0.0107349,-0.896083,-0.612074,-0.197525,0.494249,-0.165236,SRSF1,,,
0.622747,-0.0761197,0.538416,-0.378307,-0.261811,-0.0945497,VEZF1,,,
0.349212,-0.143317,-0.339937,-0.336823,-0.565018,-0.26293,TACO1,,,
0.0104875,0.957848,-0.767775,-3.75821,-0.895243,NaN,TEX2,,,
-0.781255,0.397393,-0.0583701,0.159792,0.742095,-0.73292,DCAF7,,,
-0.52113,-1.87766,NaN,0.752066,NaN,0.332017,LIMD2,,,
-0.179855,-0.509506,1.60023,0.378536,0.488807,-3.69773,BRIP1,,,
0.923193,-1.67121,0.518579,-0.394291,1.46397,0.132344,KAT7,,,
-0.01565,0.0499918,-0.0575743,-0.685569,-0.642458,-1.29247,ACTL6A,,,
1.4277,-0.822375,0.148628,-0.548717,-0.727578,-0.42834,NDUFB5,,,
0.19812,-0.86588,-0.604702,-0.0324836,-0.468876,-1.06301,TRA2B,,,
NaN,NaN,NaN,NaN,-0.603639,-0.538074,SCN2A,,,
NaN,-0.495978,-0.0456619,-1.44263,0.101316,0.406825,Mar-07,,,
0.642195,NaN,-0.958038,NaN,NaN,-2.47071,GALNT5,,,
0.157228,-0.292695,-0.352737,-1.24023,-0.686101,0.713696,TANK,,,
NaN,1.56529,NaN,NaN,NaN,NaN,BLK,,,
NaN,-1.12524,-0.668844,-1.42641,-0.16328,-0.384191,SKIL,,,
0.632182,0.171709,0.0700173,0.0460849,0.13026,-0.728319,EPRS,,,
0.134205,-0.147264,-0.133125,NaN,-1.3338,-0.609375,HLX,,,
0.396797,2.31396,-0.842828,1.13796,-1.02894,2.58356,VPS45,,,
-0.141202,1.10892,0.159657,-0.516152,0.373461,-0.560227,KCTD3,,,
0.731215,-1.29269,0.586767,-2.58694,-1.32039,-0.452255,RPS6KC1,,,
NaN,-1.70773,-2.24634,NaN,NaN,1.26163,CBWD2,,,
NaN,0.777694,NaN,NaN,-1.75976,NaN,IL1RN,,,
NaN,0.364417,NaN,NaN,NaN,NaN,IL36B,,,
NaN,0.591209,-0.483051,NaN,-1.45164,-2.22257,SMPD4,,,
-0.268857,0.33216,-0.325769,-1.49335,-0.35766,0.49697,WDR33,,,
0.231528,-0.96908,-0.528159,0.984128,0.443667,0.0652299,CCDC115,,,
-1.51753,0.950162,-0.428864,0.0767193,0.792289,-1.85385,SAP130,,,
NaN,-0.0625589,0.912173,0.190506,0.413435,-0.546932,BIN1,,,
-1.4546,-0.279357,0.010756,1.3957,0.823518,0.147807,IMP4,,,
-0.862437,NaN,-1.87009,3.8017,NaN,-0.105389,HS6ST1,,,
0.109687,-0.707732,-1.36364,-3.39024,-1.74114,-0.712917,UGGT1,,,
NaN,1.38538,NaN,0.634761,-1.1886,0.0544043,GYPC,,,
0.286492,1.05045,-0.548162,-0.302528,-0.332337,-0.358525,STAM,,,
0.163283,-0.509187,-0.142648,-0.613985,-0.00668097,0.702624,ABI1,,,
1.01107,-0.719778,-0.0826974,-0.950885,-0.173652,-0.549805,YME1L1,,,
0.476868,-1.13176,-0.358054,0.625072,-1.33916,-5.79727,DNAJC1,,,
1.34398,-2.13141,0.253093,NaN,1.5717,-1.56845,NIPSNAP3A,,,
-0.997675,-2.11329,-0.530128,-0.933876,-1.38125,-0.351707,LRRC8A,,,
-1.22056,0.569802,-0.383103,-0.417011,-0.554729,0.446659,CDK9,,,
1.66917,-1.17862,0.132087,0.596348,0.665479,0.470122,TXN,,,
-0.251158,0.269184,0.145301,2.27226,0.0337911,-0.263834,ODF2,,,
0.341318,0.0454733,0.274755,0.262663,0.723857,-0.510828,ECM29,,,
-0.139313,0.707305,-2.11585,NaN,0.572211,NaN,TOR1B,,,
0.781298,0.0354826,-0.194726,0.0322537,0.144822,-0.11085,C9orf78,,,
-0.583272,0.0921805,0.464012,-1.83576,-0.781281,0.731113,SMC2,,,
-1.51241,NaN,-0.699745,-2.62876,NaN,-0.55334,KLF4,,,
0.371893,-0.996302,-0.846243,-0.654751,-2.00845,-1.40975,TOR1A,,,
0.467445,1.53043,2.48159,4.08549,5.04022,0.814168,RALGPS1,,,
-1.73337,0.169422,0.424971,-0.18615,0.0246639,0.0985122,FAM129B,,,
-2.25317,2.12684,0.637032,NaN,-3.0366,0.156418,ST6GALNAC4,,,
NaN,-0.10005,NaN,3.78593,NaN,1.71107,TMOD1,,,
-2.45953,NaN,3.25919,-0.781508,2.48013,-0.38739,DAB2IP,,,
-0.427052,0.680833,-0.0379677,0.0805573,0.0229025,0.941783,STXBP1,,,
-1.12069,1.2637,-0.471848,NaN,0.367792,0.84659,SLC2A8,,,
-1.4269,-0.232574,4.25919,-3.1813,-1.16718,-3.60489,ANGPTL2,,,
0.0632426,0.476626,0.16727,0.340607,-0.193484,-1.29289,CDK5RAP2,,,
NaN,-1.7952,NaN,NaN,0.898861,NaN,ZFP37,,,
-0.281247,-2.68501,-2.54816,0.430138,-0.15618,1.39913,SLC31A2,,,
0.256243,-1.6479,-0.501731,-0.994638,-1.29368,-2.73168,SLC31A1,,,
1.27292,NaN,1.15966,NaN,0.133327,NaN,TLR4,,,
0.0640849,-4.15068,-1.74081,NaN,-0.933788,-0.534232,ZNF189,,,
NaN,0.421001,0.37467,-3.26501,1.02982,-1.36286,STX17,,,
0.492628,0.498825,-0.259955,-0.296656,0.721236,-0.49128,PRPF4,,,
-1.6227,-0.249626,-0.0634513,-0.134559,0.524438,0.197087,FPGS,,,
-1.71564,0.30997,0.648695,1.04485,-0.79512,0.97838,USP20,,,
1.12859,-0.57725,0.197219,0.065681,0.325972,0.281969,ATP6V1G1,,,
0.614712,-1.67121,-0.700515,-1.41374,-0.216616,-1.53807,TEX10,,,
1.1191,1.02923,0.8952,0.207745,-1.1579,-0.912744,MRPL50,,,
-0.90095,0.263699,-0.720302,1.97446,0.449354,0.964194,DPM2,,,
0.46082,0.57165,-1.65919,0.597388,-0.397188,2.47886,TSTD2,,,
0.68441,0.223555,0.181962,0.722318,0.535799,-0.197746,PSMB7,,,
-0.118803,-2.06714,-0.414428,-0.472838,0.230624,-1.20265,C9orf156,,,
-0.0150275,1.60874,-0.434999,0.568698,0.63749,-1.08152,RABEPK,,,
0.65928,-1.29269,-0.298803,0.611558,0.400113,0.822048,GOLGA1,,,
1.09484,0.421551,-0.182179,0.949285,0.303252,0.633186,XPA,,,
0.497065,1.37357,-0.173767,1.76681,-1.20296,0.503903,NCBP1,,,
0.783865,0.969275,0.635823,1.09516,1.16322,2.45722,ANP32B,,,
-0.979213,-0.292695,-0.438664,-0.353252,-0.322353,0.0435352,PDCL,,,
NaN,NaN,-2.02621,NaN,NaN,NaN,CTSV,,,
1.05825,0.333937,-0.482495,-1.01043,0.380049,-0.199593,ARPC5L,,,
NaN,-3.67121,NaN,-1.77631,NaN,-2.65379,ENPP2,,,
0.429825,-0.378668,1.22677,1.04367,2.42878,NaN,DSCC1,,,
0.337785,-2.59225,-0.893138,-2.59258,-1.1753,-1.63221,DERL1,,,
-0.75883,-3.02966,-0.259772,NaN,-0.165518,0.404367,MYC,,,
0.0998575,-1.29269,-2.13312,-1.66126,NaN,-3.29322,NOV,,,
NaN,NaN,NaN,NaN,-1.64226,NaN,IL33,,,
-0.286333,-0.754026,-0.510194,0.592449,0.50276,-1.64882,TMEM261,,,
NaN,-0.697951,-0.982882,NaN,-1.33134,0.719678,RANBP6,,,
0.475913,2.16674,-0.241938,1.50053,1.13333,0.318211,POLR1E,,,
0.584288,-0.127635,-0.108178,0.120384,0.696463,0.433753,PLAA,,,
-1.51002,-1.04606,1.37467,0.557111,-3.45164,-1.29003,IL11RA,,,
-1.85764,1.49508,0.559366,0.328984,0.677647,1.58025,UBAP2,,,
0.620682,-0.0560887,-0.507174,0.247107,0.122985,0.4497,APTX,,,
-0.966472,-4.22343,0.481585,-0.0520139,0.261651,1.84659,RNF38,,,
-0.65836,0.707305,1.18668,-0.626005,0.311594,0.17199,TLN1,,,
-1.17089,-4.87766,-0.425306,-1.21568,0.213497,0.84659,DNAJB5,,,
0.42788,1.08873,0.0112648,0.1726,0.571769,-0.334294,DCTN3,,,
NaN,NaN,NaN,NaN,NaN,1.88723,CD72,,,
-0.860497,0.526733,2.87586,0.535717,-0.0395103,-0.977839,TMEM8B,,,
-0.548335,0.534157,-0.246914,0.44585,0.817181,0.21654,GRHPR,,,
0.462395,-0.503262,-0.0913048,-0.715791,0.167678,-0.954506,ALDH1B1,,,
-0.96358,0.000663996,0.237166,0.995645,0.0611768,0.397283,HINT2,,,
-0.98033,NaN,0.0892675,NaN,1.87029,NaN,ARHGEF39,,,
0.923855,0.832836,0.0126462,0.939812,0.934018,1.0011,DENND4C,,,
-1.27584,-1.10005,-0.38717,-1.32147,-0.235908,0.385834,CNPY3,,,
-2.40494,-0.292695,1.25919,NaN,1.24024,NaN,FOXP4,,,
1.09418,0.602123,-0.139442,-0.234284,0.616649,-0.0725789,PPIL1,,,
-0.758475,NaN,0.996158,-0.02672,-1.77356,-0.634537,KLC4,,,
0.0847525,-0.167888,0.125609,-0.0302238,0.645226,0.989954,KIF13A,,,
0.32363,NaN,0.713758,-0.236439,0.592758,-0.505085,ZSCAN9,,,
-1.38901,-1.10005,0.105947,0.65253,0.488986,0.860529,PIM1,,,
0.0204975,NaN,0.0892677,0.40193,0.68222,1.15269,GMPR,,,
-0.5741,-1.94477,-0.790438,-1.22476,0.305793,NaN,CMTR1,,,
NaN,NaN,0.860326,-0.88942,-0.380201,0.384804,TFAP2A,,,
-1.06043,-3.49433,-0.575384,NaN,-3.8363,-1.15024,YIPF3,,,
NaN,-0.561443,0.339591,0.687613,0.288808,0.225102,TMEM14B,,,
-1.98067,0.292268,-0.198534,-2.5834,-1.37801,-0.881331,TMEM63B,,,
-1.45839,0.491576,0.249345,0.466579,-0.658087,0.573571,TJAP1,,,
NaN,NaN,-0.785202,NaN,NaN,NaN,KIAA0319,,,
NaN,NaN,NaN,1.19713,NaN,NaN,IRF4,,,
-1.55531,1.65216,0.133662,NaN,NaN,NaN,SLC22A23,,,
-0.064715,1.71908,-0.453526,-0.174005,0.0664062,-0.542756,TUBB2A,,,
-0.289968,1.12234,1.01818,-0.00966787,-0.733407,2.68281,LRRC1,,,
-1.6056,NaN,NaN,NaN,0.811398,-0.631843,FOXF2,,,
0.705383,1.40775,0.439765,0.237493,0.321772,0.372659,BPHL,,,
-0.368118,1.77769,-0.917396,-2.02873,-0.51239,-0.257391,RIPK1,,,
NaN,NaN,0.67423,0.941796,1.51184,0.863186,TUBB2B,,,
0.80802,0.811141,0.541923,-0.236439,1.43101,1.24569,UQCC2,,,
NaN,0.292651,0.741408,0.327634,0.903522,0.308523,HMGA1,,,
-1.32938,0.700732,NaN,NaN,2.16575,2.27009,TCF19,,,
-0.480425,0.215917,1.18324,0.808261,0.330319,-0.795302,FLOT1,,,
-3.11303,-0.195913,-0.574963,-0.830732,-0.574654,-0.494466,IER3,,,
-2.02734,0.974786,0.775159,2.36302,2.62581,1.54572,MDC1,,,
0.09088,-0.292695,-0.0456619,0.446079,-0.3521,NaN,PGBD1,,,
0.524345,2.56529,NaN,3.08549,NaN,NaN,ATAT1,,,
NaN,0.526733,-0.231948,1.43246,0.455255,1.04404,TPMT,,,
-0.15831,NaN,-4.53522,NaN,NaN,-2.89038,RNF144B,,,
-1.78092,-2.27252,2.48159,0.241793,1.22079,-1.60309,NRM,,,
-0.51923,0.395013,0.271266,0.238707,0.00656891,-0.229377,MTCH1,,,
-0.785375,0.707305,-1.02092,1.07522,-1.67403,0.555036,VARS2,,,
-0.880045,NaN,-0.119319,-2.89179,-0.250002,1.4422,TAF8,,,
-0.28444,-1.82321,-0.294061,-0.902829,-2.27385,-4.09005,FAM8A1,,,
0.869092,-0.18578,-0.463274,NaN,NaN,NaN,C6orf52,,,
NaN,NaN,-1.5134,NaN,NaN,NaN,FGFBP1,,,
NaN,NaN,NaN,-1.34958,NaN,NaN,FGFBP2,,,
0.881722,-4.10005,0.67423,-0.533421,-1.86667,2.4245,CPEB2,,,
NaN,NaN,NaN,1.04485,NaN,NaN,FHDC1,,,
NaN,-1.05169,NaN,NaN,NaN,NaN,MGARP,,,
0.677405,-1.29269,0.728678,-3.00197,-0.463318,-0.76074,FCHSD2,,,
-1.15027,-0.614623,0.767339,0.945938,1.71829,1.10962,ARRB1,,,
1.28337,1.91376,-0.988735,1.56107,0.425092,-0.619728,PRKRIR,,,
0.00799,-2.87766,-0.988735,NaN,0.909431,-1.11919,ANKRD42,,,
NaN,NaN,0.188803,NaN,2.13333,NaN,IL18BP,,,
-1.52585,-0.607205,0.0769892,-2.47555,0.0153475,-0.0189824,NUMA1,,,
1.19334,-1.46576,0.117324,0.00422192,1.02641,-1.02208,CCDC90B,,,
1.67626,1.2575,-1.47552,-0.843427,0.630826,-0.257747,SYTL2,,,
0.0623475,-0.640618,-1.45963,-1.01159,0.443667,-5.09005,RAB30,,,
-0.608858,-1.68501,-1.16322,-1.06804,0.17865,0.0034256,CREBZF,,,
-0.13786,-1.39632,0.124033,-1.52575,-2.26598,-3.4347,PRCP,,,
0.5694,NaN,0.221718,NaN,-0.22031,1.14615,NARS2,,,
-0.628572,-1.54751,-1.1925,0.482825,-0.309456,-0.524248,RNF121,,,
0.756703,-0.684551,-0.0651789,0.765988,0.0486293,0.486694,MRPL15,,,
NaN,NaN,NaN,-0.348935,NaN,NaN,PI15,,,
NaN,-4.19959,NaN,0.113504,NaN,NaN,TTPA,,,
-0.122012,-2.41584,-1.17639,-1.30384,-3.27182,-2.35417,GGH,,,
NaN,0.47284,-4.21654,NaN,NaN,NaN,SLCO5A1,,,
NaN,NaN,NaN,NaN,0.0701327,-0.212304,SULF1,,,
0.08149,-2.01932,-0.176392,0.746047,-0.298624,-0.397717,TGS1,,,
1.48058,-1.04139,-0.273952,-0.0264239,-0.506526,-0.224559,SDCBP,,,
-0.0757251,0.696964,0.765378,0.481162,-0.304795,-0.225662,NEK1,,,
1.21596,2.02923,1.25919,NaN,0.133327,1.10962,DDX60,,,
-0.60473,NaN,0.571136,NaN,NaN,NaN,SORL1,,,
-0.961913,-1.32372,0.635236,-0.469099,-0.188601,0.302269,BUD13,,,
NaN,-1.99313,0.0892676,NaN,0.677647,NaN,C11orf70,,,
-0.193905,-0.833264,-1.18667,-1.18094,-0.0126886,-0.404949,DCUN1D5,,,
-0.348115,-0.269236,0.167695,0.046936,0.175637,0.231303,YAP1,,,
-0.993655,NaN,-0.222676,NaN,1.65689,NaN,SLC37A4,,,
NaN,-0.20863,0.111943,-0.410295,-0.444357,0.290304,RDX,,,
0.173027,-1.35159,-0.785202,-0.291668,1.17129,0.0568829,PPP2R1B,,,
1.41722,0.53738,-0.311695,0.723623,-0.00708866,0.586062,FDX1,,,
1.77944,0.385377,0.29314,1.38023,0.296825,1.69459,C11orf1,,,
NaN,NaN,NaN,NaN,4.13333,NaN,ARHGAP20,,,
NaN,NaN,-0.815155,NaN,NaN,NaN,MMP13,,,
NaN,-0.494329,NaN,-0.0378933,-0.212849,0.39775,CASP1,,,
0.333315,-1.2927,-1.09836,NaN,-0.577167,0.984094,ALKBH8,,,
-0.650283,0.44427,1.84059,-0.647227,-0.391765,-0.517158,MAP2K5,,,
0.815182,0.0240409,1.3713,-0.945033,-1.19694,-0.573448,SQRDL,,,
0.28703,0.356618,-0.161383,-0.790374,-0.580369,0.164766,CTDSPL2,,,
0.630463,0.0355752,0.308631,-0.200989,0.605844,0.593257,SLTM,,,
-2.89693,-0.731268,0.159657,-4.08444,-1.49475,-1.0761,THBS1,,,
-0.764958,-0.5205,1.3372,0.569992,-0.565018,0.725709,MAPKBP1,,,
-0.176368,0.160897,-0.924911,-0.499473,-0.866673,-1.65119,NUSAP1,,,
0.221735,0.0292332,-1.40472,-0.176554,-2.76149,-0.384365,NDUFAF1,,,
-0.779702,-0.688955,-1.26437,-0.412762,0.0212998,0.524662,KIF23,,,
NaN,-1.05169,NaN,NaN,-3.96119,2.35755,ITGA11,,,
-0.69973,-1.67782,0.244546,-0.507836,-0.966209,-1.47534,CASC5,,,
0.90152,0.0805523,0.301929,0.26134,0.59838,-0.868349,HAUS2,,,
0.873433,0.430387,-0.433546,-0.724195,0.267628,0.3303,RTF1,,,
0.276778,1.60543,NaN,1.42777,2.35572,NaN,PARP6,,,
0.521708,1.23286,0.776916,0.033401,0.4482,-3.42953,PAQR5,,,
NaN,-0.520964,-0.207125,NaN,0.1023,NaN,LRRC49,,,
0.17164,-0.13223,-0.351007,-0.589359,NaN,-0.0196586,TUBGCP4,,,
-0.725203,-0.869483,0.16727,-2.07841,-3.15208,NaN,RMDN3,,,
-0.47673,-0.0170605,0.188803,NaN,NaN,NaN,ITPKA,,,
0.640818,0.57452,-0.131574,0.16994,0.434512,1.99086,UACA,,,
-0.34352,-0.540622,0.97379,NaN,0.133327,-0.408224,SMAD6,,,
NaN,NaN,NaN,0.388634,NaN,NaN,PLCB2,,,
-0.216235,0.0443399,0.352302,NaN,NaN,-0.475338,TMEM62,,,
-0.816015,-2.60937,-1.71809,-1.7021,-2.93037,-2.49352,ADAM10,,,
NaN,-0.877657,-0.133125,-1.60728,0.167542,0.404367,ZNF280D,,,
1.76299,-0.0805414,-0.052465,0.971598,-0.0650024,-0.416259,RSL24D1,,,
0.402145,NaN,1.06655,0.38505,1.0078,3.48814,GCHFR,,,
NaN,-1.46957,-0.788397,0.867736,0.251823,-0.212304,BCAR3,,,
1.21346,0.199158,1.08927,0.839329,-0.0543003,-1.02423,TTLL7,,,
0.82161,-2.19959,-0.662805,0.0354042,-0.428553,1.79412,FNBP1L,,,
0.902602,0.47598,-0.585637,-0.442889,-0.167843,0.155428,CCBL2,,,
0.723482,-2.26468,-0.486925,0.958633,-2.83015,0.844797,GTF2B,,,
0.463175,0.154764,0.864692,-0.877985,-2.0066,-1.82898,RABGGTB,,,
NaN,1.51827,-1.13312,NaN,-1.01642,-1.47534,IFI44L,,,
NaN,1.51466,NaN,NaN,NaN,NaN,GIPC2,,,
1.27307,-0.51647,0.197719,NaN,0.368955,-0.214084,ARHGAP29,,,
0.323285,-1.43954,NaN,1.40099,NaN,-3.59082,IFI44,,,
NaN,NaN,NaN,NaN,NaN,-1.25961,CLCA2,,,
1.22408,0.0846727,-0.270156,0.846523,0.0193706,-1.00585,DBT,,,
0.518088,-0.29939,0.409924,1.73757,0.876051,0.163064,RTCA,,,
NaN,-0.592255,2.06655,1.22042,-0.238642,2.02216,IFT172,,,
0.632295,-2.15068,-0.883252,-4.47675,-2.32611,NaN,EPT1,,,
NaN,NaN,-0.577309,-2.79225,-2.32611,NaN,CGREF1,,,
1.02035,0.0596073,0.433222,-0.577717,-0.141986,-1.1766,HADHB,,,
NaN,2.70731,NaN,-1.49947,-0.3521,NaN,KHK,,,
-2.21704,-3.56571,-2.32577,-0.585938,0.587045,-2.31664,ADCY3,,,
-0.241707,-1.94085,-0.503308,0.922353,0.0535994,-0.742818,PPM1B,,,
0.740115,-0.13889,-0.225872,-0.617043,0.142044,1.2498,PNPT1,,,
0.71271,-1.18347,-0.00384188,-0.872931,-1.27696,-0.922797,DYNC2LI1,,,
0.251235,-1.58815,-2.44915,2.89539,-2.02421,NaN,THUMPD2,,,
NaN,-0.448613,-0.676267,6.22845,-0.916971,4.64568,CYP1B1,,,
1.30525,-0.812614,0.205315,-0.116373,0.0289898,-0.0541568,RAB1A,,,
1.28548,0.270985,0.454146,-0.0167813,-0.120096,-0.0929742,ACTR2,,,
-0.825065,0.157748,0.182025,0.217719,0.193448,0.609195,PREB,,,
